representative_id,repeat,wp,representative_type,location,actual_K,model_tolerance_pass,model_tolerance_required_K,required_K,strict_pass
S5_DCA_density,1,DC-A,density,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCA_density,1,DC-A,density,hp_cond_cold_end,26.20240427338507,True,2.8499999999999996,3.0,True
S5_DCA_density,1,DC-A,density,hp_cond_hot_end,35.99873859561046,True,2.8499999999999996,3.0,True
S5_DCA_density,1,DC-A,density,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCA_density,1,DC-A,density,hp_evap_cold_end,14.888621923379844,True,4.75,5.0,True
S5_DCA_density,1,DC-A,density,hp_evap_hot_end,5.000000000933596,True,4.75,5.0,True
S5_DCA_density,2,DC-A,density,he_cond_cold_end,16.339368548351672,True,4.75,5.0,True
S5_DCA_density,2,DC-A,density,he_cond_hot_end,12.001414365323797,True,4.75,5.0,True
S5_DCA_density,2,DC-A,density,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCA_density,2,DC-A,density,he_evap_cold_end,21.76827569890969,True,2.8499999999999996,3.0,True
S5_DCA_density,2,DC-A,density,he_evap_hot_end,51.455198583997856,True,2.8499999999999996,3.0,True
S5_DCA_density,2,DC-A,density,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCA_density,2,DC-A,density,hp_cond_cold_end,26.20240427338507,True,2.8499999999999996,3.0,True
S5_DCA_density,2,DC-A,density,hp_cond_hot_end,35.99873859561046,True,2.8499999999999996,3.0,True
S5_DCA_density,2,DC-A,density,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCA_density,2,DC-A,density,hp_evap_cold_end,14.888621923379844,True,4.75,5.0,True
S5_DCA_density,2,DC-A,density,hp_evap_hot_end,5.000000000933596,True,4.75,5.0,True
S5_DCA_efficiency,1,DC-A,efficiency,he_cond_cold_end,23.21713563939852,True,4.75,5.0,True
S5_DCA_efficiency,1,DC-A,efficiency,he_cond_hot_end,11.923916961016175,True,4.75,5.0,True
S5_DCA_efficiency,1,DC-A,efficiency,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCA_efficiency,1,DC-A,efficiency,he_evap_cold_end,65.03568551996386,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,1,DC-A,efficiency,he_evap_hot_end,10.149258708038985,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,1,DC-A,efficiency,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,1,DC-A,efficiency,hp_cond_cold_end,46.947565385205564,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,1,DC-A,efficiency,hp_cond_hot_end,3.056854676613227,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,1,DC-A,efficiency,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,1,DC-A,efficiency,hp_evap_cold_end,6.313249988534551,True,4.75,5.0,True
S5_DCA_efficiency,1,DC-A,efficiency,hp_evap_hot_end,4.999999999993975,True,4.75,5.0,True
S5_DCA_efficiency,2,DC-A,efficiency,he_cond_cold_end,23.21713563939852,True,4.75,5.0,True
S5_DCA_efficiency,2,DC-A,efficiency,he_cond_hot_end,11.923916961016175,True,4.75,5.0,True
S5_DCA_efficiency,2,DC-A,efficiency,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCA_efficiency,2,DC-A,efficiency,he_evap_cold_end,65.03568551996386,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,2,DC-A,efficiency,he_evap_hot_end,10.149258708038985,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,2,DC-A,efficiency,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,2,DC-A,efficiency,hp_cond_cold_end,46.947565385205564,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,2,DC-A,efficiency,hp_cond_hot_end,3.056854676613227,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,2,DC-A,efficiency,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCA_efficiency,2,DC-A,efficiency,hp_evap_cold_end,6.313249988534551,True,4.75,5.0,True
S5_DCA_efficiency,2,DC-A,efficiency,hp_evap_hot_end,4.999999999993975,True,4.75,5.0,True
S5_DCB_compromise,1,DC-B,compromise,he_cond_cold_end,17.218827440253392,True,4.75,5.0,True
S5_DCB_compromise,1,DC-B,compromise,he_cond_hot_end,11.820633462246747,True,4.75,5.0,True
S5_DCB_compromise,1,DC-B,compromise,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCB_compromise,1,DC-B,compromise,he_evap_cold_end,30.56231679692297,True,2.8499999999999996,3.0,True
S5_DCB_compromise,1,DC-B,compromise,he_evap_hot_end,17.386614171951862,True,2.8499999999999996,3.0,True
S5_DCB_compromise,1,DC-B,compromise,he_evap_internal,2.9999999999994316,True,2.8499999999999996,3.0,True
S5_DCB_compromise,1,DC-B,compromise,hp_cond_cold_end,23.67487762917449,True,2.8499999999999996,3.0,True
S5_DCB_compromise,1,DC-B,compromise,hp_cond_hot_end,28.757418751248736,True,2.8499999999999996,3.0,True
S5_DCB_compromise,1,DC-B,compromise,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_compromise,1,DC-B,compromise,hp_evap_cold_end,5.000000001923354,True,4.75,5.0,True
S5_DCB_compromise,1,DC-B,compromise,hp_evap_hot_end,6.293762973276614,True,4.75,5.0,True
S5_DCB_compromise,2,DC-B,compromise,he_cond_cold_end,17.218827440253392,True,4.75,5.0,True
S5_DCB_compromise,2,DC-B,compromise,he_cond_hot_end,11.820633462246747,True,4.75,5.0,True
S5_DCB_compromise,2,DC-B,compromise,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCB_compromise,2,DC-B,compromise,he_evap_cold_end,30.56231679692297,True,2.8499999999999996,3.0,True
S5_DCB_compromise,2,DC-B,compromise,he_evap_hot_end,17.386614171951862,True,2.8499999999999996,3.0,True
S5_DCB_compromise,2,DC-B,compromise,he_evap_internal,2.9999999999994316,True,2.8499999999999996,3.0,True
S5_DCB_compromise,2,DC-B,compromise,hp_cond_cold_end,23.67487762917449,True,2.8499999999999996,3.0,True
S5_DCB_compromise,2,DC-B,compromise,hp_cond_hot_end,28.757418751248736,True,2.8499999999999996,3.0,True
S5_DCB_compromise,2,DC-B,compromise,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_compromise,2,DC-B,compromise,hp_evap_cold_end,5.000000001923354,True,4.75,5.0,True
S5_DCB_compromise,2,DC-B,compromise,hp_evap_hot_end,6.293762973276614,True,4.75,5.0,True
S5_DCB_density,1,DC-B,density,he_cond_cold_end,14.385245315171346,True,4.75,5.0,True
S5_DCB_density,1,DC-B,density,he_cond_hot_end,11.99989532825714,True,4.75,5.0,True
S5_DCB_density,1,DC-B,density,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCB_density,1,DC-B,density,he_evap_cold_end,15.610342724548161,True,2.8499999999999996,3.0,True
S5_DCB_density,1,DC-B,density,he_evap_hot_end,47.60645429820681,True,2.8499999999999996,3.0,True
S5_DCB_density,1,DC-B,density,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_density,1,DC-B,density,hp_cond_cold_end,20.121051671849557,True,2.8499999999999996,3.0,True
S5_DCB_density,1,DC-B,density,hp_cond_hot_end,38.06088516643973,True,2.8499999999999996,3.0,True
S5_DCB_density,1,DC-B,density,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_density,1,DC-B,density,hp_evap_cold_end,9.151720669617191,True,4.75,5.0,True
S5_DCB_density,1,DC-B,density,hp_evap_hot_end,5.000000000046896,True,4.75,5.0,True
S5_DCB_density,2,DC-B,density,he_cond_cold_end,14.385245315171346,True,4.75,5.0,True
S5_DCB_density,2,DC-B,density,he_cond_hot_end,11.99989532825714,True,4.75,5.0,True
S5_DCB_density,2,DC-B,density,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCB_density,2,DC-B,density,he_evap_cold_end,15.610342724548161,True,2.8499999999999996,3.0,True
S5_DCB_density,2,DC-B,density,he_evap_hot_end,47.60645429820681,True,2.8499999999999996,3.0,True
S5_DCB_density,2,DC-B,density,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_density,2,DC-B,density,hp_cond_cold_end,20.121051671849557,True,2.8499999999999996,3.0,True
S5_DCB_density,2,DC-B,density,hp_cond_hot_end,38.06088516643973,True,2.8499999999999996,3.0,True
S5_DCB_density,2,DC-B,density,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_density,2,DC-B,density,hp_evap_cold_end,9.151720669617191,True,4.75,5.0,True
S5_DCB_density,2,DC-B,density,hp_evap_hot_end,5.000000000046896,True,4.75,5.0,True
S5_DCB_efficiency,1,DC-B,efficiency,he_cond_cold_end,35.322128789580006,True,4.75,5.0,True
S5_DCB_efficiency,1,DC-B,efficiency,he_cond_hot_end,11.78279024974671,True,4.75,5.0,True
S5_DCB_efficiency,1,DC-B,efficiency,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCB_efficiency,1,DC-B,efficiency,he_evap_cold_end,67.60077684499839,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,1,DC-B,efficiency,he_evap_hot_end,10.207684286675772,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,1,DC-B,efficiency,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,1,DC-B,efficiency,hp_cond_cold_end,53.360962232571296,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,1,DC-B,efficiency,hp_cond_hot_end,3.1839052929868785,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,1,DC-B,efficiency,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,1,DC-B,efficiency,hp_evap_cold_end,7.899438347931266,True,4.75,5.0,True
S5_DCB_efficiency,1,DC-B,efficiency,hp_evap_hot_end,4.999999999966974,True,4.75,5.0,True
S5_DCB_efficiency,2,DC-B,efficiency,he_cond_cold_end,35.322128789580006,True,4.75,5.0,True
S5_DCB_efficiency,2,DC-B,efficiency,he_cond_hot_end,11.78279024974671,True,4.75,5.0,True
S5_DCB_efficiency,2,DC-B,efficiency,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCB_efficiency,2,DC-B,efficiency,he_evap_cold_end,67.60077684499839,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,2,DC-B,efficiency,he_evap_hot_end,10.207684286675772,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,2,DC-B,efficiency,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,2,DC-B,efficiency,hp_cond_cold_end,53.360962232571296,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,2,DC-B,efficiency,hp_cond_hot_end,3.1839052929868785,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,2,DC-B,efficiency,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCB_efficiency,2,DC-B,efficiency,hp_evap_cold_end,7.899438347931266,True,4.75,5.0,True
S5_DCB_efficiency,2,DC-B,efficiency,hp_evap_hot_end,4.999999999966974,True,4.75,5.0,True
S5_DCC_compromise,1,DC-C,compromise,he_cond_cold_end,28.519522801284552,True,4.75,5.0,True
S5_DCC_compromise,1,DC-C,compromise,he_cond_hot_end,11.83907729668698,True,4.75,5.0,True
S5_DCC_compromise,1,DC-C,compromise,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCC_compromise,1,DC-C,compromise,he_evap_cold_end,51.678969112789446,True,2.8499999999999996,3.0,True
S5_DCC_compromise,1,DC-C,compromise,he_evap_hot_end,35.02636650901127,True,2.8499999999999996,3.0,True
S5_DCC_compromise,1,DC-C,compromise,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_compromise,1,DC-C,compromise,hp_cond_cold_end,41.665979332622726,True,2.8499999999999996,3.0,True
S5_DCC_compromise,1,DC-C,compromise,hp_cond_hot_end,34.16449284942934,True,2.8499999999999996,3.0,True
S5_DCC_compromise,1,DC-C,compromise,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_compromise,1,DC-C,compromise,hp_evap_cold_end,4.999999999972658,True,4.75,5.0,True
S5_DCC_compromise,1,DC-C,compromise,hp_evap_hot_end,9.31940447039483,True,4.75,5.0,True
S5_DCC_compromise,2,DC-C,compromise,he_cond_cold_end,28.519522801284552,True,4.75,5.0,True
S5_DCC_compromise,2,DC-C,compromise,he_cond_hot_end,11.83907729668698,True,4.75,5.0,True
S5_DCC_compromise,2,DC-C,compromise,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCC_compromise,2,DC-C,compromise,he_evap_cold_end,51.678969112789446,True,2.8499999999999996,3.0,True
S5_DCC_compromise,2,DC-C,compromise,he_evap_hot_end,35.02636650901127,True,2.8499999999999996,3.0,True
S5_DCC_compromise,2,DC-C,compromise,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_compromise,2,DC-C,compromise,hp_cond_cold_end,41.665979332622726,True,2.8499999999999996,3.0,True
S5_DCC_compromise,2,DC-C,compromise,hp_cond_hot_end,34.16449284942934,True,2.8499999999999996,3.0,True
S5_DCC_compromise,2,DC-C,compromise,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_compromise,2,DC-C,compromise,hp_evap_cold_end,4.999999999972658,True,4.75,5.0,True
S5_DCC_compromise,2,DC-C,compromise,hp_evap_hot_end,9.31940447039483,True,4.75,5.0,True
S5_DCC_density,1,DC-C,density,he_cond_cold_end,16.16610557339675,True,4.75,5.0,True
S5_DCC_density,1,DC-C,density,he_cond_hot_end,12.001706711144323,True,4.75,5.0,True
S5_DCC_density,1,DC-C,density,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCC_density,1,DC-C,density,he_evap_cold_end,21.64449146481718,True,2.8499999999999996,3.0,True
S5_DCC_density,1,DC-C,density,he_evap_hot_end,58.57589148805624,True,2.8499999999999996,3.0,True
S5_DCC_density,1,DC-C,density,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_density,1,DC-C,density,hp_cond_cold_end,30.718576487003475,True,2.8499999999999996,3.0,True
S5_DCC_density,1,DC-C,density,hp_cond_hot_end,48.01260349866328,True,2.8499999999999996,3.0,True
S5_DCC_density,1,DC-C,density,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_density,1,DC-C,density,hp_evap_cold_end,10.686473105444236,True,4.75,5.0,True
S5_DCC_density,1,DC-C,density,hp_evap_hot_end,4.999999999996987,True,4.75,5.0,True
S5_DCC_density,2,DC-C,density,he_cond_cold_end,16.16610557339675,True,4.75,5.0,True
S5_DCC_density,2,DC-C,density,he_cond_hot_end,12.001706711144323,True,4.75,5.0,True
S5_DCC_density,2,DC-C,density,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCC_density,2,DC-C,density,he_evap_cold_end,21.64449146481718,True,2.8499999999999996,3.0,True
S5_DCC_density,2,DC-C,density,he_evap_hot_end,58.57589148805624,True,2.8499999999999996,3.0,True
S5_DCC_density,2,DC-C,density,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_density,2,DC-C,density,hp_cond_cold_end,30.718576487003475,True,2.8499999999999996,3.0,True
S5_DCC_density,2,DC-C,density,hp_cond_hot_end,48.01260349866328,True,2.8499999999999996,3.0,True
S5_DCC_density,2,DC-C,density,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_density,2,DC-C,density,hp_evap_cold_end,10.686473105444236,True,4.75,5.0,True
S5_DCC_density,2,DC-C,density,hp_evap_hot_end,4.999999999996987,True,4.75,5.0,True
S5_DCC_efficiency,1,DC-C,efficiency,he_cond_cold_end,17.507326460123352,True,4.75,5.0,True
S5_DCC_efficiency,1,DC-C,efficiency,he_cond_hot_end,11.98453733942847,True,4.75,5.0,True
S5_DCC_efficiency,1,DC-C,efficiency,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCC_efficiency,1,DC-C,efficiency,he_evap_cold_end,35.27699296223062,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,1,DC-C,efficiency,he_evap_hot_end,16.602872108918746,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,1,DC-C,efficiency,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,1,DC-C,efficiency,hp_cond_cold_end,17.57494247630973,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,1,DC-C,efficiency,hp_cond_hot_end,6.934197222524745,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,1,DC-C,efficiency,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,1,DC-C,efficiency,hp_evap_cold_end,5.810966516913254,True,4.75,5.0,True
S5_DCC_efficiency,1,DC-C,efficiency,hp_evap_hot_end,5.000000000018076,True,4.75,5.0,True
S5_DCC_efficiency,2,DC-C,efficiency,he_cond_cold_end,17.507326460123352,True,4.75,5.0,True
S5_DCC_efficiency,2,DC-C,efficiency,he_cond_hot_end,11.98453733942847,True,4.75,5.0,True
S5_DCC_efficiency,2,DC-C,efficiency,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCC_efficiency,2,DC-C,efficiency,he_evap_cold_end,35.27699296223062,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,2,DC-C,efficiency,he_evap_hot_end,16.602872108918746,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,2,DC-C,efficiency,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,2,DC-C,efficiency,hp_cond_cold_end,17.57494247630973,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,2,DC-C,efficiency,hp_cond_hot_end,6.934197222524745,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,2,DC-C,efficiency,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCC_efficiency,2,DC-C,efficiency,hp_evap_cold_end,5.810966516913254,True,4.75,5.0,True
S5_DCC_efficiency,2,DC-C,efficiency,hp_evap_hot_end,5.000000000018076,True,4.75,5.0,True
S5_DCD_compromise,1,DC-D,compromise,he_cond_cold_end,22.920690708489644,True,4.75,5.0,True
S5_DCD_compromise,1,DC-D,compromise,he_cond_hot_end,11.88323018207899,True,4.75,5.0,True
S5_DCD_compromise,1,DC-D,compromise,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCD_compromise,1,DC-D,compromise,he_evap_cold_end,39.95381053437751,True,2.8499999999999996,3.0,True
S5_DCD_compromise,1,DC-D,compromise,he_evap_hot_end,33.12080965645475,True,2.8499999999999996,3.0,True
S5_DCD_compromise,1,DC-D,compromise,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_compromise,1,DC-D,compromise,hp_cond_cold_end,62.13013761516436,True,2.8499999999999996,3.0,True
S5_DCD_compromise,1,DC-D,compromise,hp_cond_hot_end,26.545271195576106,True,2.8499999999999996,3.0,True
S5_DCD_compromise,1,DC-D,compromise,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_compromise,1,DC-D,compromise,hp_evap_cold_end,4.999999999975387,True,4.75,5.0,True
S5_DCD_compromise,1,DC-D,compromise,hp_evap_hot_end,10.314051202422206,True,4.75,5.0,True
S5_DCD_compromise,2,DC-D,compromise,he_cond_cold_end,22.920690708489644,True,4.75,5.0,True
S5_DCD_compromise,2,DC-D,compromise,he_cond_hot_end,11.88323018207899,True,4.75,5.0,True
S5_DCD_compromise,2,DC-D,compromise,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCD_compromise,2,DC-D,compromise,he_evap_cold_end,39.95381053437751,True,2.8499999999999996,3.0,True
S5_DCD_compromise,2,DC-D,compromise,he_evap_hot_end,33.12080965645475,True,2.8499999999999996,3.0,True
S5_DCD_compromise,2,DC-D,compromise,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_compromise,2,DC-D,compromise,hp_cond_cold_end,62.13013761516436,True,2.8499999999999996,3.0,True
S5_DCD_compromise,2,DC-D,compromise,hp_cond_hot_end,26.545271195576106,True,2.8499999999999996,3.0,True
S5_DCD_compromise,2,DC-D,compromise,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_compromise,2,DC-D,compromise,hp_evap_cold_end,4.999999999975387,True,4.75,5.0,True
S5_DCD_compromise,2,DC-D,compromise,hp_evap_hot_end,10.314051202422206,True,4.75,5.0,True
S5_DCD_density,1,DC-D,density,he_cond_cold_end,15.722669880351418,True,4.75,5.0,True
S5_DCD_density,1,DC-D,density,he_cond_hot_end,11.999758214446615,True,4.75,5.0,True
S5_DCD_density,1,DC-D,density,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCD_density,1,DC-D,density,he_evap_cold_end,19.334720045339168,True,2.8499999999999996,3.0,True
S5_DCD_density,1,DC-D,density,he_evap_hot_end,58.45221788645199,True,2.8499999999999996,3.0,True
S5_DCD_density,1,DC-D,density,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_density,1,DC-D,density,hp_cond_cold_end,61.87679545715042,True,2.8499999999999996,3.0,True
S5_DCD_density,1,DC-D,density,hp_cond_hot_end,42.02409914072149,True,2.8499999999999996,3.0,True
S5_DCD_density,1,DC-D,density,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_density,1,DC-D,density,hp_evap_cold_end,4.999999999948898,True,4.75,5.0,True
S5_DCD_density,1,DC-D,density,hp_evap_hot_end,16.410897317418517,True,4.75,5.0,True
S5_DCD_density,2,DC-D,density,he_cond_cold_end,15.722669880351418,True,4.75,5.0,True
S5_DCD_density,2,DC-D,density,he_cond_hot_end,11.999758214446615,True,4.75,5.0,True
S5_DCD_density,2,DC-D,density,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCD_density,2,DC-D,density,he_evap_cold_end,19.334720045339168,True,2.8499999999999996,3.0,True
S5_DCD_density,2,DC-D,density,he_evap_hot_end,58.45221788645199,True,2.8499999999999996,3.0,True
S5_DCD_density,2,DC-D,density,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_density,2,DC-D,density,hp_cond_cold_end,61.87679545715042,True,2.8499999999999996,3.0,True
S5_DCD_density,2,DC-D,density,hp_cond_hot_end,42.02409914072149,True,2.8499999999999996,3.0,True
S5_DCD_density,2,DC-D,density,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_density,2,DC-D,density,hp_evap_cold_end,4.999999999948898,True,4.75,5.0,True
S5_DCD_density,2,DC-D,density,hp_evap_hot_end,16.410897317418517,True,4.75,5.0,True
S5_DCD_efficiency,1,DC-D,efficiency,he_cond_cold_end,35.994823870081575,True,4.75,5.0,True
S5_DCD_efficiency,1,DC-D,efficiency,he_cond_hot_end,11.774779710821178,True,4.75,5.0,True
S5_DCD_efficiency,1,DC-D,efficiency,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCD_efficiency,1,DC-D,efficiency,he_evap_cold_end,67.39407000718398,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,1,DC-D,efficiency,he_evap_hot_end,13.385487636375103,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,1,DC-D,efficiency,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,1,DC-D,efficiency,hp_cond_cold_end,39.8015363975469,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,1,DC-D,efficiency,hp_cond_hot_end,4.581758984650662,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,1,DC-D,efficiency,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,1,DC-D,efficiency,hp_evap_cold_end,5.3873919561049775,True,4.75,5.0,True
S5_DCD_efficiency,1,DC-D,efficiency,hp_evap_hot_end,5.000000000060197,True,4.75,5.0,True
S5_DCD_efficiency,2,DC-D,efficiency,he_cond_cold_end,35.994823870081575,True,4.75,5.0,True
S5_DCD_efficiency,2,DC-D,efficiency,he_cond_hot_end,11.774779710821178,True,4.75,5.0,True
S5_DCD_efficiency,2,DC-D,efficiency,he_cond_internal,5.0,True,4.75,5.0,True
S5_DCD_efficiency,2,DC-D,efficiency,he_evap_cold_end,67.39407000718398,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,2,DC-D,efficiency,he_evap_hot_end,13.385487636375103,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,2,DC-D,efficiency,he_evap_internal,3.0,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,2,DC-D,efficiency,hp_cond_cold_end,39.8015363975469,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,2,DC-D,efficiency,hp_cond_hot_end,4.581758984650662,True,2.8499999999999996,3.0,True
S5_DCD_efficiency,2,DC-D,efficiency,hp_cond_internal,3.0,True,2.8499999999999996,3.0,True
